Id,SalePrice
1461,123638.67
1462,141298.12
1463,166867.72
1464,179835.9
1465,191904.47
1466,171484.64
1467,162093.83
1468,164898.97
1469,174524.17
1470,110796.23
1471,183736.12
1472,95975.984
1473,91172.83
1474,156902.64
1475,129804.98
1476,342444.22
1477,254982.4
1478,294800.25
1479,291434.1
1480,654008.6
1481,298081.6
1482,211661.98
1483,168319.12
1484,186105.4
1485,173690.31
1486,195351.77
1487,299680.94
1488,246613.56
1489,199429.22
1490,181691.33
1491,197923.11
1492,114243.63
1493,179554.0
1494,286307.1
1495,273612.03
1496,200967.86
1497,194540.61
1498,156904.6
1499,156301.97
1500,147792.77
1501,165492.42
1502,150787.66
1503,245395.25
1504,240256.75
1505,211930.42
1506,167223.78
1507,237732.08
1508,197205.83
1509,147970.75
1510,135649.17
1511,134894.5
1512,148498.47
1513,132084.83
1514,190300.14
1515,171486.6
1516,145734.48
1517,148210.42
1518,147507.06
1519,217436.75
1520,129572.83
1521,131177.73
1522,144982.72
1523,106692.625
1524,109154.766
1525,113338.914
1526,118926.76
1527,122585.4
1528,140411.83
1529,126678.63
1530,177423.56
1531,99095.05
1532,90668.1
1533,130095.23
1534,150954.4
1535,140083.47
1536,111041.21
1537,117207.98
1538,178377.72
1539,190074.33
1540,103274.42
1541,150463.73
1542,169146.88
1543,173770.83
1544,82790.77
1545,104114.195
1546,117510.17
1547,119408.05
1548,125332.64
1549,132489.05
1550,134129.56
1551,122748.71
1552,117273.73
1553,128429.32
1554,130109.0
1555,155137.1
1556,92931.336
1557,106914.98
1558,99496.84
1559,73439.06
1560,127784.13
1561,146814.75
1562,144230.58
1563,110533.96
1564,154892.44
1565,132145.94
1566,224701.88
1567,84390.99
1568,190673.64
1569,113762.76
1570,144532.81
1571,115790.555
1572,142934.12
1573,218727.47
1574,132807.08
1575,178796.52
1576,184610.64
1577,196433.81
1578,140098.83
1579,141917.72
1580,194337.02
1581,133893.0
1582,124549.57
1583,305532.47
1584,231694.77
1585,142328.14
1586,76454.09
1587,85989.5
1588,130005.93
1589,102103.27
1590,147244.94
1591,95911.48
1592,135728.11
1593,114486.64
1594,99092.21
1595,102611.555
1596,219588.16
1597,172492.55
1598,175353.17
1599,172627.48
1600,185566.45
1601,50696.03
1602,134463.33
1603,83917.41
1604,236860.58
1605,256630.56
1606,158204.14
1607,208505.5
1608,195964.34
1609,181652.86
1610,149613.22
1611,153086.28
1612,169418.58
1613,164319.38
1614,115071.93
1615,79200.62
1616,79200.62
1617,85125.664
1618,130443.45
1619,129935.4
1620,200633.89
1621,147276.12
1622,131594.61
1623,254651.42
1624,208010.56
1625,121793.36
1626,152825.75
1627,180730.3
1628,256726.52
1629,168790.6
1630,288404.06
1631,209489.52
1632,239159.45
1633,165238.05
1634,175158.78
1635,163975.3
1636,169796.44
1637,161431.1
1638,197572.33
1639,177283.69
1640,244390.53
1641,180069.14
1642,221651.73
1643,239842.39
1644,238653.42
1645,146153.56
1646,161282.45
1647,165092.03
1648,139177.3
1649,126338.53
1650,121681.44
1651,127905.445
1652,95919.25
1653,96135.1
1654,156814.39
1655,169529.62
1656,158398.89
1657,158301.94
1658,159598.45
1659,138903.1
1660,136664.6
1661,374423.66
1662,356772.97
1663,355924.03
1664,451341.03
1665,316328.5
1666,277647.38
1667,302732.4
1668,306438.8
1669,259999.58
1670,326701.2
1671,238088.06
1672,523476.9
1673,280046.06
1674,244913.39
1675,171763.38
1676,164767.86
1677,193841.31
1678,553490.06
1679,332004.25
1680,334062.97
1681,250772.28
1682,264474.06
1683,190065.98
1684,178810.84
1685,169031.27
1686,168966.14
1687,170848.17
1688,192523.88
1689,190756.75
1690,177328.48
1691,170730.25
1692,234615.58
1693,173690.31
1694,166557.38
1695,173365.61
1696,258944.94
1697,169726.0
1698,317085.7
1699,297845.47
1700,227123.27
1701,268811.38
1702,276397.25
1703,258836.8
1704,277499.7
1705,219907.95
1706,459475.47
1707,207343.52
1708,204078.92
1709,286678.4
1710,227184.12
1711,240507.31
1712,281571.97
1713,239226.06
1714,211266.52
1715,198012.03
1716,191953.7
1717,182877.78
1718,154870.42
1719,202128.44
1720,238065.81
1721,192440.17
1722,142544.66
1723,162222.19
1724,218820.11
1725,215274.81
1726,185022.02
1727,169564.7
1728,180386.77
1729,148643.42
1730,142585.31
1731,115179.97
1732,121597.1
1733,114743.18
1734,124289.125
1735,119902.73
1736,113903.234
1737,268681.97
1738,212829.7
1739,289358.4
1740,209772.02
1741,181762.2
1742,162560.27
1743,169463.34
1744,269286.84
1745,201587.69
1746,178636.98
1747,177673.98
1748,206128.42
1749,134368.84
1750,137568.56
1751,211078.61
1752,113422.82
1753,143338.05
1754,195188.81
1755,151834.7
1756,103265.76
1757,109018.586
1758,125685.266
1759,159695.28
1760,170121.25
1761,130656.23
1762,148402.9
1763,144714.05
1764,109409.9
1765,152474.47
1766,145403.94
1767,196405.7
1768,127071.39
1769,156180.53
1770,145254.81
1771,129166.555
1772,138180.9
1773,118862.92
1774,156524.23
1775,127476.305
1776,106475.51
1777,100395.19
1778,135976.73
1779,110759.78
1780,173957.7
1781,126937.43
1782,82371.95
1783,148445.8
1784,96555.92
1785,117465.8
1786,142130.11
1787,163427.8
1788,51079.223
1789,97921.03
1790,82572.04
1791,203318.78
1792,153815.06
1793,147062.64
1794,138726.1
1795,135529.69
1796,102155.67
1797,136517.39
1798,118248.195
1799,99743.76
1800,100710.3
1801,144597.61
1802,157161.88
1803,155696.17
1804,136108.81
1805,134154.12
1806,136613.38
1807,128870.39
1808,116879.03
1809,118577.375
1810,109285.695
1811,78407.305
1812,94919.81
1813,113388.64
1814,93387.1
1815,57645.78
1816,90691.625
1817,140318.12
1818,131858.17
1819,123043.24
1820,59394.26
1821,126108.97
1822,152331.75
1823,53411.293
1824,136280.78
1825,127005.125
1826,87487.77
1827,117449.89
1828,129512.05
1829,124649.98
1830,154624.7
1831,183646.78
1832,112009.39
1833,130216.25
1834,128469.01
1835,141151.6
1836,143681.56
1837,81289.86
1838,114367.03
1839,88542.52
1840,163063.5
1841,134236.8
1842,97763.805
1843,119759.08
1844,122447.65
1845,115657.016
1846,147269.38
1847,135741.58
1848,53335.195
1849,95566.805
1850,115214.57
1851,133610.33
1852,122288.35
1853,140664.47
1854,156817.53
1855,134306.84
1856,206799.06
1857,137697.19
1858,148650.52
1859,125787.91
1860,133582.3
1861,125246.97
1862,265515.0
1863,265515.0
1864,265515.0
1865,320377.3
1866,319925.75
1867,249183.12
1868,276223.34
1869,201229.66
1870,238483.02
1871,245466.4
1872,161515.48
1873,206730.25
1874,129102.02
1875,195074.55
1876,185582.92
1877,206700.67
1878,213543.73
1879,123533.66
1880,126752.47
1881,301141.2
1882,261886.64
1883,203181.55
1884,216952.89
1885,220241.25
1886,263176.03
1887,199962.84
1888,250936.88
1889,153730.0
1890,126942.64
1891,149928.16
1892,100379.77
1893,126031.54
1894,155091.83
1895,137526.98
1896,114918.39
1897,114795.49
1898,101692.6
1899,166026.27
1900,127550.484
1901,132852.81
1902,129199.32
1903,165292.11
1904,129318.77
1905,152826.92
1906,144757.94
1907,153246.52
1908,115742.97
1909,128042.38
1910,126019.164
1911,157610.66
1912,263693.8
1913,147786.14
1914,66503.38
1915,239017.17
1916,66618.34
1917,252167.31
1918,134338.86
1919,168730.89
1920,167473.39
1921,434458.78
1922,284394.03
1923,191769.08
1924,205969.45
1925,217872.86
1926,366888.34
1927,123576.78
1928,166328.02
1929,110379.64
1930,131694.8
1931,143042.53
1932,130549.484
1933,132067.08
1934,179621.31
1935,166215.27
1936,179566.5
1937,170133.25
1938,162193.27
1939,245716.31
1940,191904.47
1941,182331.14
1942,173603.86
1943,182463.52
1944,290837.97
1945,333957.84
1946,147021.28
1947,280793.78
1948,161328.75
1949,215378.94
1950,183714.75
1951,217938.73
1952,197384.38
1953,152418.36
1954,186755.95
1955,130174.03
1956,335620.66
1957,155714.73
1958,291974.6
1959,166505.12
1960,103529.53
1961,126723.34
1962,95919.25
1963,103862.01
1964,117558.7
1965,162440.17
1966,166696.58
1967,254820.98
1968,317912.3
1969,365215.47
1970,394042.62
1971,391594.12
1972,369751.4
1973,254546.05
1974,263701.88
1975,465804.5
1976,251673.6
1977,316534.3
1978,339366.72
1979,337697.9
1980,189869.6
1981,317617.16
1982,223273.25
1983,223273.25
1984,182503.72
1985,201313.92
1986,209999.0
1987,185944.31
1988,171985.64
1989,188041.64
1990,205408.64
1991,193841.31
1992,195493.77
1993,169873.05
1994,216528.75
1995,188833.08
1996,243262.52
1997,311233.97
1998,319833.9
1999,239298.86
2000,304379.03
2001,237812.12
2002,224039.61
2003,275790.06
2004,261675.92
2005,215740.12
2006,217981.14
2007,254289.34
2008,191015.08
2009,192317.61
2010,196341.84
2011,158887.72
2012,183630.31
2013,173489.33
2014,189870.14
2015,188358.42
2016,191660.84
2017,195547.1
2018,116585.695
2019,139814.0
2020,113304.76
2021,109239.64
2022,157198.0
2023,148631.52
2024,223773.77
2025,342375.66
2026,181824.28
2027,149439.1
2028,166712.16
2029,168638.7
2030,258712.9
2031,233361.92
2032,247726.4
2033,243004.9
2034,166492.11
2035,206900.06
2036,204897.8
2037,204806.95
2038,319138.62
2039,189833.2
2040,269123.03
2041,254888.56
2042,197455.17
2043,152581.39
2044,159437.2
2045,172644.11
2046,143087.02
2047,133806.7
2048,136273.38
2049,143569.94
2050,166824.61
2051,91665.85
2052,137809.9
2053,141073.4
2054,64760.934
2055,137743.95
2056,128233.625
2057,114413.51
2058,187662.73
2059,126701.47
2060,162806.64
2061,152671.19
2062,128402.13
2063,105419.85
2064,142317.28
2065,111967.1
2066,164112.5
2067,122160.836
2068,151264.97
2069,83216.484
2070,105377.54
2071,94108.51
2072,143598.83
2073,123050.63
2074,197152.8
2075,156443.2
2076,112151.445
2077,128018.33
2078,119205.52
2079,129132.44
2080,121534.85
2081,127891.17
2082,155955.19
2083,139697.9
2084,98048.4
2085,131447.73
2086,144457.44
2087,153416.44
2088,116671.555
2089,91313.445
